Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2014-03-22,Perth,18.7,31.7,0,8.2,9.4,ENE,44,E,E,11,17,55,37,1015.6,1013.4,7,8,23.7,31.4,No,0,No
2014-03-23,Perth,20.7,33.9,0,10.8,10.9,ENE,41,E,NE,17,19,53,33,1018.7,1015.6,2,6,24.5,33.1,No,0,No
2014-03-24,Perth,22.3,34.2,0,8.8,9.4,SW,31,NE,WSW,17,19,42,58,1017.3,1017,7,7,28.1,27,No,0.2,No
2014-03-25,Perth,21.5,27.5,0.2,7.4,0.6,SSW,43,WSW,SSW,9,24,75,73,1019.9,1018.2,8,8,23.2,23.7,No,0.4,No
2014-03-26,Perth,20.4,30.6,0.4,4.6,1.2,SSE,22,E,W,2,11,54,37,1017,1016,7,7,24.3,27.4,No,0,No
2014-03-27,Perth,17.8,28.4,0,4.2,10.3,SSW,35,SSE,SSW,11,17,68,57,1018,1015.5,1,1,22.4,26.4,No,0,No
2014-03-28,Perth,18.3,33.5,0,6.8,10.9,WSW,28,ESE,WSW,7,15,61,39,1017,1012.3,0,4,23.2,30.4,No,0,No
2014-03-29,Perth,19.6,24.9,0,6.6,2.3,SW,41,W,NW,9,15,74,65,1010.3,1007.9,8,7,21.5,23.8,No,5.2,Yes
2014-03-30,Perth,17.3,23.5,5.2,3.6,4.5,WSW,30,W,WSW,11,13,53,59,1013.5,1013.2,8,6,19.2,20.8,Yes,0.4,No
2014-03-31,Perth,15.4,23.4,0.4,3,3.9,SW,26,NNE,SW,11,13,88,47,1015,1012.9,7,7,17.1,23.4,No,1,No
2014-04-01,Perth,16.3,24,1,3.4,7.3,SW,31,SSE,SW,15,13,72,37,1018.7,1017,7,1,17.2,23.5,No,0,No
2014-04-02,Perth,11.4,25.2,0,6.2,10.8,SW,35,ESE,S,11,11,53,36,1023,1019.4,0,0,17.2,24.4,No,0,No
2014-04-03,Perth,12,27.6,0,5.8,10.4,ESE,28,ENE,S,17,9,51,23,1023.1,1018.9,5,6,17.9,26.2,No,0,No
2014-04-04,Perth,11.9,30.2,0,6.6,6.2,S,28,ENE,W,7,11,44,32,1017.6,1013.9,7,7,21,27.3,No,0,No
2014-04-05,Perth,13.6,31.4,0,4,8.5,WSW,33,ENE,SW,7,17,47,44,1011.6,1008.1,5,6,23.5,26.8,No,0,No
2014-04-06,Perth,14.8,25.8,0,5.2,9.7,SW,41,SE,WSW,7,20,80,52,1012,1010.1,4,1,19,23.9,No,0,No
2014-04-07,Perth,13.5,25.2,0,5.2,10.6,SSW,37,ESE,SW,7,20,61,56,1016.3,1014.8,1,1,20.9,22.9,No,0,No
2014-04-08,Perth,14.5,30.4,0,6.2,9.7,NE,30,ENE,NNE,13,6,63,30,1016.8,1012.5,4,1,20.4,29.9,No,0,No
2014-04-09,Perth,15.7,30.9,0,6,6.1,NE,31,NNE,NE,15,15,43,23,1012.9,1009.6,6,5,23.9,30,No,0,No
2014-04-10,Perth,19.1,32.3,0,7.6,8.7,NE,35,NE,NE,15,11,47,26,1014.6,1011.9,3,5,25.5,31.2,No,0,No
2014-04-11,Perth,19.2,34.6,0,7.4,10.3,NE,30,ENE,N,9,7,45,23,1016.4,1012.7,1,1,25.8,33.8,No,0,No
2014-04-12,Perth,17.9,32.3,0,7.4,10.4,WSW,30,NNE,W,13,11,42,33,1016.2,1014.4,0,0,25.9,31.3,No,0,No
2014-04-13,Perth,16.1,33,0,7,10.9,SSW,20,ESE,WSW,7,11,59,35,1019.1,1017.1,1,1,24.3,31.7,No,0,No
2014-04-14,Perth,16.1,29.2,0,5.4,10.5,SW,24,NNE,WSW,6,11,61,58,1020,1018.3,0,1,23.6,27.3,No,0,No
2014-04-15,Perth,15.7,25.4,0,6.2,8.7,SW,31,N,SW,4,13,71,55,1021.4,1021,1,1,22.4,24.1,No,0,No
2014-04-16,Perth,16.9,24.9,0,6.2,6.8,WSW,43,E,SW,6,17,77,59,1023.4,1020,8,3,19.1,23.7,No,0,No
2014-04-17,Perth,10.4,25.3,0,2.8,6.8,SW,30,NE,SW,7,15,68,47,1022.6,1020.5,6,5,18.1,24.4,No,0,No
2014-04-18,Perth,15,28,0,4,9,SW,30,ESE,SSW,11,7,66,37,1021.8,1017.6,6,6,18.9,26.8,No,0,No
2014-04-19,Perth,13.4,25.2,0,6.4,10,SSW,31,SSW,SW,11,17,70,54,1018.1,1014.4,1,1,18.3,24.2,No,0,No
2014-04-20,Perth,12.3,24.5,0,4.6,9.2,SW,37,SSE,SW,4,15,66,58,1015.1,1012.3,4,5,19.1,21.9,No,0,No
2014-04-21,Perth,12.3,22.9,0,4.6,10.3,SW,30,SE,SW,11,17,63,41,1019.9,1018.3,1,1,17.2,22.6,No,0,No
2014-04-22,Perth,7.7,23.7,0,4,10.5,SSW,28,ENE,SSW,7,19,52,41,1021.3,1017.6,0,1,16.7,21.8,No,0,No
2014-04-23,Perth,9,26,0,5.2,9.2,SSE,28,SE,S,11,9,61,35,1018.5,1013.6,7,7,16.8,25.2,No,0,No
2014-04-24,Perth,16.3,24,0,5,1.6,NE,24,E,SW,9,6,53,52,1010.4,1007.9,7,8,19.7,22.8,No,0.2,No
2014-04-25,Perth,15.6,24.8,0.2,3,7.8,WSW,19,WSW,W,7,9,76,56,1012.7,1011.4,7,6,19.3,23.7,No,0,No
2014-04-26,Perth,15.2,23,0,2.4,1.2,ENE,28,ESE,ESE,7,7,67,77,1012.3,1006.6,5,8,21.1,20.6,No,13.4,Yes
2014-04-27,Perth,17.4,23.6,13.4,2.8,7.9,WSW,50,W,W,7,17,82,64,1006.4,1007.3,7,6,20.9,21.9,Yes,9.6,Yes
2014-04-28,Perth,13.2,19.4,9.6,2.8,9,SSW,41,SSE,SSW,13,19,70,49,1018.6,1021,3,4,15.6,18,Yes,0.4,No
2014-04-29,Perth,7.5,20.4,0.4,3.6,7.7,SSW,20,NE,S,4,7,66,58,1026.7,1024.6,5,6,14.5,18.8,No,0,No
2014-04-30,Perth,11.8,22.4,0,2.2,8.9,SSE,28,E,S,7,13,62,38,1025.6,1023.1,1,1,16.6,21.1,No,0,No
2014-05-01,Perth,7.4,21.7,0,4.4,9.7,SW,31,SE,S,7,11,74,48,1028,1025.8,1,2,15.5,20.8,No,0,No
2014-05-02,Perth,6.5,20.9,0,3,8.8,SW,26,SSE,S,9,6,63,38,1031.4,1027.3,7,5,12.6,20,No,0,No
2014-05-03,Perth,7.1,23.6,0,3.4,7.2,NNE,20,SSE,WSW,11,9,72,52,1026,1020.8,3,7,15.1,22,No,0,No
2014-05-04,Perth,13.1,22.1,0,2.6,0.1,NE,22,E,ENE,7,9,73,53,1019.1,1015.2,8,8,16,21.7,No,1.6,Yes
2014-05-05,Perth,14.1,19.8,1.6,2.2,0.2,NE,24,ENE,ENE,11,7,86,67,1015.4,1011.7,7,7,16,19.4,Yes,0,No
2014-05-06,Perth,15.1,22.9,0,1.2,0.4,NNE,24,ESE,ENE,9,9,79,71,1013,1009.7,7,7,18.5,22.2,No,1.8,Yes
2014-05-07,Perth,17.9,21.3,1.8,2.4,0,NNW,35,NNE,N,11,11,92,82,1008.4,1005.1,8,8,18.9,21.1,Yes,47.2,Yes
2014-05-08,Perth,12.5,19.7,47.2,0.8,5.7,W,78,W,W,20,17,55,84,1006.4,1009,4,7,17.5,14.6,Yes,4.6,Yes
2014-05-09,Perth,13.3,22.1,4.6,3.4,8.8,W,37,W,WNW,11,13,71,68,1014.4,1014.3,6,7,19.6,20.1,Yes,10,Yes
2014-05-10,Perth,13,21.9,10,3.4,5.9,NW,20,SW,NW,6,11,96,64,1019.9,1018.1,5,3,15.5,21.4,Yes,0.6,No
2014-05-11,Perth,11.2,23.8,0.6,1.6,9.3,WNW,24,NNE,W,9,11,86,44,1020.7,1017.4,1,1,16.8,23,No,0.2,No
2014-05-12,Perth,12.8,23.5,0.2,1.6,5.4,WSW,33,N,WSW,6,19,81,88,1017.8,1017.3,6,8,17.5,19,No,2,Yes
2014-05-13,Perth,12.7,22.3,2,0.7,7.4,W,24,NE,WSW,2,13,91,52,1021.9,1019.9,7,6,15.9,21.1,Yes,0,No
2014-05-14,Perth,13.2,21.6,0,3.8,NA,WNW,30,NNE,WNW,4,7,79,61,1019.9,1017.1,8,6,15.8,20.4,No,0,No
2014-05-15,Perth,12.5,22.4,0,1.8,1.8,W,20,N,W,6,9,87,60,1017.5,1014.2,6,7,15.8,21.2,No,0,No
2014-05-16,Perth,11.2,22.9,0,1.2,7.1,SSW,22,NE,WSW,7,11,88,61,1017,1016.5,3,3,15.7,21.8,No,0,No
2014-05-17,Perth,10.6,23.3,0,2.2,9.2,W,22,NE,NW,7,11,88,63,1020,1017.9,2,4,15.1,21.9,No,0.2,No
2014-05-18,Perth,12.7,21.3,0.2,1.6,1.9,WNW,28,NNE,WNW,7,4,87,87,1018.9,1017.5,6,7,17.6,19,No,1.4,Yes
2014-05-19,Perth,15.4,21.8,1.4,0.8,1.5,NNW,24,NNE,NW,11,7,82,81,1018.8,1017.5,6,6,17.9,21.2,Yes,2.2,Yes
2014-05-20,Perth,16,23,2.2,2,5.7,NW,31,N,W,9,9,91,81,1017,1014.9,7,7,17.8,21.2,Yes,12.8,Yes
2014-05-21,Perth,14.6,21.3,12.8,5.4,1.7,NE,20,NNE,NW,9,9,95,78,1016,1014.7,5,7,16.8,20.1,Yes,0.2,No
2014-05-22,Perth,14.2,22.6,0.2,0.2,5.6,WNW,37,NNE,NNW,9,11,89,69,1014,1011,4,6,16.6,22.2,No,38.6,Yes
2014-05-23,Perth,14.6,21.2,38.6,1.8,6.1,NW,44,N,WNW,6,20,88,59,1008.8,1008.1,1,3,16.7,19.7,Yes,11.6,Yes
2014-05-24,Perth,14.9,20.5,11.6,2.8,2.7,WSW,52,NW,W,15,17,75,66,1010.2,1009.3,7,7,17.3,18.5,Yes,2.8,Yes
2014-05-25,Perth,15.6,20.6,2.8,2.6,4.3,WSW,41,WNW,W,7,15,64,58,1014.4,1012.4,4,6,17.5,20.3,Yes,5.4,Yes
2014-05-26,Perth,13.5,20.6,5.4,2.2,0.8,W,33,NA,W,0,9,88,55,1016.8,1016,7,7,16.1,19.4,Yes,0.4,No
2014-05-27,Perth,14.5,19.9,0.4,0.2,0.6,WSW,35,N,WSW,7,13,93,82,1016.8,1015.4,8,6,16,18.5,No,9,Yes
2014-05-28,Perth,11.3,19.5,9,1,4.5,SW,31,SSE,SSW,6,13,82,62,1022.7,1021.9,3,6,14.7,17.9,Yes,0,No
2014-05-29,Perth,9.4,20.2,0,2.2,8.4,SSE,24,NA,SSE,0,11,91,58,1026,1024,4,3,13.7,18.4,No,0,No
2014-05-30,Perth,6,19.1,0,2.4,8.7,NE,26,E,NE,6,13,78,56,1026.1,1023.2,4,6,12.6,17.9,No,0,No
2014-05-31,Perth,7.3,17,0,1.2,1.1,NE,31,NE,NE,13,9,68,59,1021.7,1018.4,7,8,13.3,17,No,1,No
2014-06-01,Perth,10.6,21.4,1,1.6,5.4,WSW,22,NNE,W,7,11,92,61,1018.5,1017.6,5,4,13.3,20.5,No,1.2,Yes
2014-06-02,Perth,13.2,21.7,1.2,0.6,6.8,SW,20,NE,WSW,4,9,99,70,1021.2,1019.4,6,4,14.7,19,Yes,0.2,No
2014-06-03,Perth,10.3,21.6,0.2,2.6,7.6,SSE,22,E,NA,4,0,93,67,1023.2,1020.9,6,7,14.7,19.9,No,0,No
2014-06-04,Perth,8.9,22.4,0,2,9.2,E,19,NE,SSE,7,6,80,49,1025.1,1022.6,1,1,14.8,21.9,No,0,No
2014-06-05,Perth,8.8,24.6,0,1.8,9.2,NE,28,ENE,NE,9,9,68,35,1025.8,1023.3,5,3,15.5,24.1,No,0,No
2014-06-06,Perth,6.2,23.7,0,2.8,9.3,NE,28,ENE,ENE,4,7,66,33,1027.2,1024.7,0,0,13.8,23.4,No,0,No
2014-06-07,Perth,13.3,20.6,0,3,1.1,ENE,37,NNE,NE,19,9,50,45,1023.6,1020.4,7,8,16.2,20.2,No,0,No
2014-06-08,Perth,12.2,20.4,0,3,0,NNE,22,NE,N,11,9,51,39,1018.3,1016.4,8,7,16.4,20.3,No,0.8,No
2014-06-09,Perth,14.2,23.8,0.8,1.2,2.6,NNW,24,NNE,NNW,9,13,78,44,1016.1,1012.8,6,5,16.5,23.6,No,8.8,Yes
2014-06-10,Perth,15.1,16.8,8.8,2.4,3.9,S,43,SSW,SSW,13,19,86,67,1013.4,1015.8,7,4,16.1,15.7,Yes,0,No
2014-06-11,Perth,4.7,17.4,0,2.2,9,SSE,26,S,S,2,11,85,61,1027,1025.6,1,4,9.9,16.7,No,0,No
2014-06-12,Perth,5.6,18.6,0,1,8.3,ENE,22,SSE,SW,9,11,84,66,1030.9,1029.5,1,4,11.2,17.2,No,0,No
2014-06-13,Perth,2.9,17.9,0,1,8.7,SW,17,NA,SSE,0,2,91,49,1033.2,1030.2,1,3,9.5,17.1,No,0,No
2014-06-14,Perth,1.9,18.2,0,2.2,9.2,ENE,17,NE,NE,7,2,84,46,1032.6,1029.9,1,0,8.5,17.7,No,0,No
2014-06-15,Perth,2.1,19.6,0,0.6,9.2,NE,20,NE,NNE,7,11,86,45,1030.7,1026.2,1,1,8.7,19,No,0,No
2014-06-16,Perth,3,21.7,0,2,9.2,NNW,31,NE,N,9,15,69,35,1023.5,1018.5,0,0,11.5,21.3,No,0,No
2014-06-17,Perth,7.3,18.6,0,2.4,1.3,NNE,50,NNE,WNW,20,19,51,95,1009.6,1006.3,7,8,17.2,13.5,No,50.6,Yes
2014-06-18,Perth,11.4,18.4,50.6,1.6,7.2,WSW,43,SW,WSW,11,20,74,48,1014.4,1015.8,6,3,14.8,17.5,Yes,3.4,Yes
2014-06-19,Perth,8.1,18.6,3.4,2.2,2.4,NNW,20,ENE,WNW,6,7,98,81,1020.8,1018.7,7,6,11.6,17.9,Yes,9,Yes
2014-06-20,Perth,10.8,19.7,9,0.8,3.6,NNW,35,NE,NW,7,13,99,73,1021,1017.7,6,7,15.1,18.1,Yes,0.2,No
2014-06-21,Perth,10.9,19.8,0.2,0.6,3.3,SW,48,NNE,WSW,11,17,59,88,1010.9,1008.7,1,8,14.6,15.7,No,14.8,Yes
2014-06-22,Perth,7.1,16.3,14.8,1.2,5.7,SW,35,NNE,S,2,15,96,56,1023.2,1024.7,3,3,10.5,15.7,Yes,1,No
2014-06-23,Perth,2.1,16.2,1,3,9.1,E,22,NA,ENE,0,9,96,53,1033.2,1029.8,0,1,7.4,15.6,No,0,No
2014-06-24,Perth,2.8,17.6,0,0.8,9.2,NE,20,E,SSW,7,6,85,52,1030,1026,0,1,9.4,16.7,No,0,No
2014-06-25,Perth,2.7,20.3,0,1.4,9.2,NE,15,E,NNW,4,4,85,40,1024.9,1020.1,0,0,9.6,19.8,No,0,No
2014-06-26,Perth,5.9,20.6,0,1.6,6.9,SSW,52,W,WSW,15,20,65,55,1018.5,1018,1,3,17.6,19.1,No,2.6,Yes
2014-06-27,Perth,5.5,17.8,2.6,1.8,9,SW,30,NA,S,0,17,94,50,1027.9,1027.1,1,1,11.1,17.2,Yes,0,No
2014-06-28,Perth,2.6,15.6,0,2.2,9.1,ESE,20,S,ESE,4,9,78,47,1031.2,1027.3,1,1,8.6,14.9,No,0,No
2014-06-29,Perth,4.8,16.2,0,2.4,3.5,ENE,44,E,NE,6,9,71,49,1025.3,1022.5,7,7,9.7,15.9,No,0,No
2014-06-30,Perth,9.7,22.4,0,2,5,NNE,28,NE,N,9,13,52,40,1022,1019.2,7,2,14.2,22,No,0,No
2014-07-01,Perth,13.7,23,0,1.8,2.3,NNE,22,N,NNE,4,11,43,54,1022.8,1019.6,7,7,16.7,21.9,No,11.2,Yes
2014-07-02,Perth,16.5,19.5,11.2,2.2,4.3,SW,44,W,WSW,9,19,96,63,1013.8,1016.2,8,3,16.5,18.8,Yes,7.4,Yes
2014-07-03,Perth,3,15.7,7.4,2.6,9.2,E,22,NA,NE,0,13,87,42,1024.5,1021,1,1,8.7,15.1,Yes,0,No
2014-07-04,Perth,3,21.1,0,2,5.5,NNW,33,NE,NW,9,11,80,65,1019.2,1017,3,7,9,19.2,No,8.4,Yes
2014-07-05,Perth,8.9,22.8,8.4,0.6,9.1,N,28,NNE,NNE,7,11,88,54,1021.3,1017.8,1,5,14.8,22.6,Yes,1.2,Yes
2014-07-06,Perth,14.7,19.7,1.2,2.2,0.1,WNW,50,NNE,WNW,11,11,88,83,1011.6,1012.8,7,8,17.4,14.3,Yes,17.6,Yes
2014-07-07,Perth,11.7,18.1,17.6,1.4,2.5,NW,67,NW,W,15,26,83,84,1010.5,1005.7,7,7,14.9,15.5,Yes,16.6,Yes
2014-07-08,Perth,10.7,16.3,16.6,4.6,4.9,WSW,50,SW,SSW,17,19,58,80,1015.6,1017.6,7,7,14.7,13.8,Yes,1.6,Yes
2014-07-09,Perth,3.4,16.2,1.6,0.8,6.6,ENE,22,NE,E,2,9,98,63,1026.3,1023.8,6,7,7.8,15.6,Yes,0,No
2014-07-10,Perth,2.8,17.8,0,1.8,8.8,NE,20,NA,NNW,0,6,93,50,1024.6,1020.8,1,2,8.1,17.6,No,0,No
2014-07-11,Perth,8.1,19.3,0,1.4,6.4,SSE,20,SSE,SE,6,6,79,53,1023.2,1021.9,5,3,12.7,18.1,No,0.6,No
2014-07-12,Perth,8.3,17.8,0.6,1.8,9.2,ENE,26,ENE,ENE,13,7,79,49,1026.9,1023.6,1,7,11.6,17.7,No,0,No
2014-07-13,Perth,3.9,19.3,0,2.8,9.3,NNE,24,NE,NNE,11,11,69,37,1022.5,1017.1,0,1,11.3,18.7,No,15.4,Yes
2014-07-14,Perth,8.1,18.1,15.4,0.6,7.2,WSW,46,WSW,W,20,17,69,49,1012.6,1014.2,4,2,14.5,17.2,Yes,2.2,Yes
2014-07-15,Perth,10.1,18.9,2.2,3.4,6.8,SW,39,SSW,SW,7,19,88,66,1020.8,1020.4,7,6,14.2,17.4,Yes,1.8,Yes
2014-07-16,Perth,10.3,17,1.8,1.4,5.6,S,24,SSE,S,4,13,84,54,1026.5,1026,1,2,13.7,16.4,Yes,0,No
2014-07-17,Perth,2.8,17,0,2.2,9.3,NE,28,SSE,ENE,2,13,89,51,1029.9,1026.3,1,4,8.2,16.7,No,0,No
2014-07-18,Perth,5.3,19.7,0,2.2,9.4,NE,26,E,NE,6,11,74,47,1024.7,1020,1,1,11.5,19.4,No,0,No
2014-07-19,Perth,5.4,20.1,0,2.2,6.4,WNW,33,NE,NNE,15,13,70,46,1017.3,1012.8,6,7,12.2,19.3,No,6,Yes
2014-07-20,Perth,8.7,17.2,6,2.4,8.6,W,22,NE,SW,4,11,98,64,1013.2,1013.9,3,2,11,16.4,Yes,3.4,Yes
2014-07-21,Perth,8.7,16.6,3.4,0.8,3.7,N,33,WSW,N,9,9,88,88,1017.1,1013.7,4,6,12.7,15.4,Yes,26.6,Yes
2014-07-22,Perth,8.8,16.1,26.6,1.4,6,W,44,NA,W,0,11,83,65,1017.3,1017.7,4,5,11.7,15.3,Yes,5.6,Yes
2014-07-23,Perth,9,15.8,5.6,0.4,4.3,WNW,22,ENE,WSW,7,9,96,86,1022.8,1020.6,7,6,10.7,13.2,Yes,3.2,Yes
2014-07-24,Perth,8.6,18.9,3.2,2.2,7.8,S,22,SE,W,7,9,98,65,1022,1020.7,5,7,13.7,17.6,Yes,1.4,Yes
2014-07-25,Perth,11,19.5,1.4,5.2,2.1,NW,43,N,NNW,11,15,91,67,1020.4,1018,5,7,14.1,17.5,Yes,4.2,Yes
2014-07-26,Perth,13.5,17.9,4.2,1.4,2.5,WSW,46,N,WSW,15,15,88,76,1015.1,1016.3,4,6,16.4,16.4,Yes,14,Yes
2014-07-27,Perth,11.7,19,14,1.4,6.7,WNW,33,W,W,9,17,80,66,1021.6,1020.5,3,5,16,18.2,Yes,0.8,No
2014-07-28,Perth,13.8,19.3,0.8,1.8,5.9,W,31,WNW,WNW,6,15,80,54,1023.2,1021.7,7,1,16.3,18.9,No,0.4,No
2014-07-29,Perth,10.6,19.8,0.4,2.2,4.1,WNW,31,NA,W,0,11,87,62,1024.4,1022.9,7,7,14.9,18.5,No,0,No
2014-07-30,Perth,14.8,18.7,0,2.2,1.7,W,30,W,WSW,9,15,63,58,1022.3,1021.2,8,7,16.7,18.4,No,1.6,Yes
2014-07-31,Perth,7.7,16.7,1.6,1.8,5.9,S,31,SSE,ESE,9,9,67,49,1027.6,1025.5,7,0,11.3,16.2,Yes,0,No
2014-08-01,Perth,3.9,17.7,0,2.4,9.5,ENE,33,ENE,NE,13,13,65,48,1027.6,1023.9,0,0,10.4,17.1,No,0,No
2014-08-02,Perth,4.7,19.7,0,2.4,9,SW,26,NE,S,6,7,69,64,1025.8,1025.9,1,1,11.5,18.3,No,0,No
2014-08-03,Perth,3.8,19.8,0,2.2,9.5,NE,31,ESE,NE,6,11,78,47,1032.9,1029.8,0,0,11.5,19.4,No,0,No
2014-08-04,Perth,5.9,21.3,0,2.8,9.7,NE,28,NE,ENE,11,9,58,37,1032,1028.5,0,0,13.9,20.9,No,0,No
2014-08-05,Perth,5.2,24.2,0,4,9.7,NNE,37,NE,NNE,13,9,43,28,1028.7,1025.4,0,0,15.8,23.6,No,0,No
2014-08-06,Perth,6,26.6,0,4,9.7,NNE,30,NE,N,11,9,47,23,1024.7,1020.5,0,1,15.5,26.2,No,3.6,Yes
2014-08-07,Perth,13.4,18.9,3.6,3.6,0.5,N,20,NNE,NNW,7,7,95,79,1023.3,1021.1,8,8,15.6,18.4,Yes,1.2,Yes
2014-08-08,Perth,12.9,21,1.2,0.4,8.4,SSW,22,ENE,SSW,6,11,99,57,1024.8,1023.5,1,1,13.9,20.6,Yes,0,No
2014-08-09,Perth,7,21.4,0,2.2,9.8,ESE,26,ESE,E,7,9,73,49,1029.5,1026.8,1,1,14.3,20.9,No,0,No
2014-08-10,Perth,12.4,24,0,3.2,5.4,E,30,ESE,E,13,11,70,50,1027,1023.2,6,6,14.7,22.3,No,0,No
2014-08-11,Perth,14.2,23.2,0,4,8.4,E,39,E,E,13,13,65,49,1026.3,1023.9,7,5,16.3,22.2,No,0,No
2014-08-12,Perth,13.6,19.3,0,5.6,0.2,ENE,46,ENE,ENE,19,17,56,48,1027.8,1025.7,7,7,14.6,18.5,No,0,No
2014-08-13,Perth,14.6,20.5,0,4.8,4.2,NE,48,ENE,NE,19,11,43,38,1028.5,1026.7,6,6,15.2,20.1,No,0,No
2014-08-14,Perth,14.8,23.6,0,4.6,3.7,NNE,35,NE,NNW,13,11,35,29,1027.9,1026.6,8,6,15.9,23,No,0,No
2014-08-15,Perth,8.7,23,0,2.8,9.9,E,26,E,SSW,7,9,62,50,1027.9,1025,1,1,16.2,22.2,No,0,No
2014-08-16,Perth,6.6,23.9,0,3,10,NE,19,NE,N,7,6,78,43,1023.8,1020.1,1,4,13.7,23,No,0,No
2014-08-17,Perth,11.1,26.9,0,2.6,3.8,NW,63,W,NW,9,17,66,39,1018.2,1014.4,7,7,16.6,23.5,No,12.6,Yes
2014-08-18,Perth,12.5,19.7,12.6,4.8,4.8,WNW,46,N,W,15,20,90,68,1014.9,1013.5,7,6,14.2,17.9,Yes,23.8,Yes
2014-08-19,Perth,12.2,20,23.8,4.8,5.5,SW,30,NA,WSW,0,13,98,60,1017.7,1015.8,8,2,13.8,19.3,Yes,0.8,No
2014-08-20,Perth,12,19.4,0.8,1.6,4.8,NNW,30,N,NW,7,11,88,66,1016.3,1013.7,7,5,15,18.8,No,5.8,Yes
2014-08-21,Perth,14.3,21.5,5.8,2.2,5.5,WSW,39,W,W,13,11,67,87,1011.5,1012.2,6,7,19.2,16.8,Yes,5.8,Yes
2014-08-22,Perth,14.3,19.8,5.8,3.8,8.2,SW,31,ESE,SW,9,13,71,42,1022,1021.7,5,3,15.3,18.8,Yes,0,No
2014-08-23,Perth,6.6,21.5,0,1,10.5,W,28,ENE,W,6,11,68,45,1024.5,1021.6,5,3,13.4,20.1,No,0,No
2014-08-24,Perth,6.4,22.3,0,3,10.2,NW,24,WSW,W,7,13,70,51,1022,1020.8,7,3,14.1,21.3,No,0,No
2014-08-25,Perth,9.8,24.5,0,2.6,9.6,NNW,28,NNE,NW,15,13,84,52,1022.4,1020.1,1,7,16.3,23.5,No,0,No
2014-08-26,Perth,12.6,20.7,0,3,8.9,SSW,37,SSW,S,20,11,88,59,1023.3,1022,8,3,15.8,19.3,No,0.2,No
2014-08-27,Perth,10,21.4,0.2,3,9.2,WSW,26,ENE,W,6,11,81,54,1021.9,1019.2,6,5,14.9,21,No,0,No
2014-08-28,Perth,11.1,24.3,0,4.2,5.9,NNW,33,NNE,NW,9,17,68,45,1017.1,1014.7,7,7,15.4,22.2,No,0,No
2014-08-29,Perth,14.3,22.3,0,4,4.2,NW,46,NNW,WNW,17,15,79,84,1013.3,1012.7,6,8,20.1,18.8,No,51.2,Yes
2014-08-30,Perth,14.7,18.7,51.2,2.2,1.3,S,28,S,SSW,11,13,95,68,1016.1,1015.7,7,7,15.3,18.2,Yes,2,Yes
2014-08-31,Perth,10.4,18.1,2,1.6,4.2,SW,26,NA,S,0,9,89,54,1020.1,1019,7,7,13,17.3,Yes,0,No
2014-09-01,Perth,7.2,18.9,0,2.6,9.4,NE,30,E,NNE,11,13,65,49,1023.7,1020.6,4,5,13.4,18.1,No,0,No
2014-09-02,Perth,12.7,21.1,0,4.2,0,W,24,E,W,6,7,65,64,1016.5,1015.8,7,7,16.1,20.1,No,0,No
2014-09-03,Perth,12.3,20.3,0,2.2,3.8,E,22,S,NE,11,9,79,51,1022.2,1020.3,5,8,15.2,20,No,0,No
2014-09-04,Perth,9.4,19.6,0,1.8,4.4,ESE,30,E,SE,13,13,60,55,1020.4,1015.9,4,7,13.9,18.9,No,0,No
2014-09-05,Perth,13.8,25.7,0,3.4,7.5,NE,30,NE,W,13,11,64,52,1012.8,1008.1,7,6,18,24.7,No,1.6,Yes
2014-09-06,Perth,14.7,22.9,1.6,3.6,3.5,NW,54,N,NW,17,20,92,64,1003.8,1003.3,7,6,18.8,21.8,Yes,6.6,Yes
2014-09-07,Perth,15,18.9,6.6,3.4,2.6,WSW,61,WNW,NW,9,13,66,65,1009.9,1006.5,7,7,16.7,18.6,Yes,8,Yes
2014-09-08,Perth,11.8,17.6,8,5.2,6.1,W,69,W,WNW,19,28,59,57,1010.3,1010.3,7,7,15.8,17,Yes,3,Yes
2014-09-09,Perth,13.1,19.9,3,1.2,2.3,SW,39,SW,W,2,13,90,55,1018.1,1018.2,7,7,15.4,19.1,Yes,0.2,No
2014-09-10,Perth,14.5,21.4,0.2,3.4,4.9,SW,31,W,W,9,15,62,57,1021.1,1020.7,7,7,17.7,20,No,2.2,Yes
2014-09-11,Perth,9.7,21.6,2.2,3.4,7.5,SW,24,NE,W,7,11,84,59,1024.7,1022.4,6,5,15.4,20.3,Yes,0,No
2014-09-12,Perth,7.9,23.7,0,2.4,11,SW,33,NE,WSW,9,17,71,49,1021.7,1018.4,0,1,16.5,21.8,No,0.4,No
2014-09-13,Perth,11,21.2,0.4,3.8,10.9,SSE,26,S,WSW,9,13,72,48,1022.7,1020.4,1,1,15.2,20.4,No,0,No
2014-09-14,Perth,5.8,22.1,0,4,10.8,SW,28,ENE,SW,7,13,67,46,1023.5,1021.8,4,1,15.6,21.4,No,0,No
2014-09-15,Perth,10.3,22.8,0,4,10.8,SSW,30,ESE,SW,9,15,76,61,1024.2,1020.7,3,4,16,21.3,No,0,No
